S,,10103,2016,PROGRAMACIONDEGASTOS,,,,,,,,,,,,,
CONTROL,CONCEPTOS,VIGENCIA,RECURSOS,ORIEGEN,DESTINACION,FINALIDAD,INICIAL,ADICIONES,REDUCIONES,CANCELACIONES,CREDITOS,CONTRACREDITOS,APLAAMIENTOS,DESAPLAZAMIENTOS,DEFINITIVO,CDPS,REVERSION CDPS
D,2.3.04.04.01,3,10,013,066,70474,2744024,0,0,0,0,0,0,0,0,0,0
D,2.3.05.02.98,3,10,001,066,7062,34500000,0,0,0,0,0,0,0,0,0,0
D,2.3.06.02.03,3,10,013,021,7063,46630569.06,0,0,0,0,0,0,0,0,0,0
D,2.3.06.02.09,3,10,013,002,7096,831853,0,0,0,0,0,0,0,0,0,0
D,2.3.06.02.09,3,10,019,002,7095,174649,0,0,0,0,0,0,0,0,0,0
D,2.3.06.02.09,3,10,040,002,7095,602044,0,0,0,0,0,0,0,0,0,0
D,2.3.06.02.09,3,11,042,002,7095,31331680.2,0,0,0,0,0,0,0,0,0,0
D,2.4.02.01.01,3,10,041,098,70443,241718000,0,0,0,0,0,0,0,0,0,0
D,2.4.02.02.01,3,10,013,098,70443,81150217.61,0,0,0,0,0,0,0,0,0,0
D,2.1.01.01.01.01,1,10,013,002,70111,380000000,0,0,0,0,90000000,0,0,290000000,70636282,0
D,2.1.01.01.07,1,10,013,002,70111,0,0,0,0,12000000,0,0,0,12000000,48928,0
D,2.1.01.01.19,1,10,013,002,70111,0,0,0,0,10000000,0,0,0,10000000,0,0
D,2.1.01.01.21,1,10,013,002,70111,0,0,0,0,10000000,0,0,0,10000000,447913,0
D,2.1.01.01.23,1,10,013,002,70111,0,0,0,0,6000000,0,0,0,6000000,1378872,0
D,2.1.01.01.31,1,10,013,002,70111,0,0,0,0,12000000,0,0,0,12000000,2097900,0
D,2.1.01.01.33,1,10,013,002,70111,0,0,0,0,1000000,0,0,0,1000000,0,0
D,2.1.01.02.03,1,10,013,002,70111,220894814,0,0,0,0,50000000,0,0,170894814,17127603,0
D,2.1.01.02.09,1,10,013,002,70111,109154417,0,0,0,0,41000000,0,0,68154417,8079712,3529712
D,2.1.01.03.01.01.01.01,1,10,013,002,70111,0,0,0,0,30000000,0,0,0,30000000,6173617,0
D,2.1.01.03.01.01.03.01,1,10,013,002,70111,0,0,0,0,24000000,0,0,0,24000000,4824641,0
D,2.1.01.03.01.01.05.01,1,10,013,002,70111,0,0,0,0,2000000,0,0,0,2000000,387698,0
D,2.1.01.03.01.03.01,1,10,013,002,70111,0,0,0,0,2000000,0,0,0,2000000,370565,0
D,2.1.01.03.01.03.03,1,10,013,002,70111,0,0,0,0,12000000,0,0,0,12000000,2725118,0
D,2.1.01.03.01.03.05,1,10,013,002,70111,0,0,0,0,2000000,0,0,0,2000000,370565,0
D,2.1.01.03.01.03.07,1,10,013,002,70111,0,0,0,0,3000000,0,0,0,3000000,741130,0
D,2.1.01.03.01.03.09,1,10,013,002,70111,0,0,0,0,3000000,0,0,0,3000000,368721,0
D,2.1.01.03.03.01.05,1,10,013,002,70111,0,0,0,0,16000000,0,0,0,16000000,5616386,0
D,2.1.01.03.03.02,1,10,013,002,70111,0,0,0,0,16000000,0,0,0,16000000,4004896,0
D,2.1.01.03.03.03,1,10,013,002,70111,76996723,0,0,0,12000000,0,0,0,88996723,2964522,0
D,2.1.02.01.01,1,10,013,002,70111,20000000,0,0,0,0,0,0,0,20000000,0,0
D,2.1.02.01.03,1,10,013,002,70111,20048339,0,0,0,0,0,0,0,20048339,0,0
D,2.1.02.02.01,1,10,013,002,70111,5001000,0,0,0,0,5000000,0,0,1000,0,0
D,2.1.02.02.03,1,10,013,002,70111,23000000,0,0,0,0,0,0,0,23000000,12048000,0
D,2.1.02.02.05,1,10,013,002,70111,3000000,0,0,0,0,0,0,0,3000000,0,0
D,2.1.02.02.07,1,10,013,002,70111,16000000,0,0,0,0,0,0,0,16000000,3908290,0
D,2.1.02.02.09,1,10,013,002,70111,1000,0,0,0,0,0,0,0,1000,0,0
D,2.1.02.02.13,1,10,013,002,70111,19997001,0,0,0,0,0,0,0,19997001,0,0
D,2.1.02.02.15,1,10,013,002,70111,4000000,0,0,0,0,0,0,0,4000000,0,0
D,2.1.02.02.21,1,10,013,002,70111,84000000,0,0,0,0,8400000,0,0,75600000,75600000,0
D,2.1.02.02.25,1,10,013,002,70111,1000,0,0,0,0,0,0,0,1000,0,0
D,2.1.02.02.98,1,10,013,002,70111,23000000,0,0,0,29400000,8000000,0,0,44400000,16444831,0
D,2.3.02.01.01.07,1,10,013,002,70111,86730700,0,0,0,0,0,0,0,86730700,0,0
D,2.3.02.01.01.11,1,10,013,002,70111,400000000,0,0,0,0,0,0,0,400000000,268208091,75465612
D,2.3.02.01.01.98,1,10,013,002,70111,145000000,0,0,0,0,0,0,0,145000000,0,0
D,2.3.03.02.05,1,10,013,002,70111,3472177984,0,0,0,300000000,755620941,0,0,3016557043,2086835484,0
D,2.3.03.02.98,1,10,013,002,70111,40000000,0,0,0,0,5000000,0,0,35000000,0,0
D,2.3.03.03.03.01,1,10,013,002,70111,33508316508,0,0,0,460620941,0,0,0,33968937449,7810763014,0
D,2.3.03.03.03.05,1,10,013,002,70111,7969000000,0,0,0,0,5000000,0,0,7964000000,1302868386,0
D,2.3.03.03.05.01,1,10,013,002,70111,2740283818,0,0,0,100000000,222000000,0,0,2618283818,494022922,0
D,2.3.03.03.05.03,1,10,013,002,70111,72329216,0,0,0,127000000,0,0,0,199329216,0,0
D,2.3.03.03.05.05,1,10,013,002,70111,967000000,0,0,0,0,0,0,0,967000000,194099476,0
D,2.1.01.02.03,3,11,013,002,70111,1014000,0,0,0,0,0,0,0,0,0,0
D,2.1.01.02.09,3,11,013,002,70111,900000,0,0,0,0,0,0,0,0,0,0
D,2.1.02.01.01,3,11,013,002,70111,3345000,0,0,0,0,0,0,0,0,0,0
D,2.1.02.02.21,3,11,013,002,70111,17500000,0,0,0,0,0,0,0,0,0,0
D,2.3.02.01.01.11,3,11,013,002,70111,20973437,0,0,0,0,0,0,0,0,0,0
D,2.3.03.02.05,3,11,013,002,70111,463408314,0,0,0,0,0,0,0,0,0,0
D,2.3.03.03.05.03,3,11,013,002,70111,172536232,0,0,0,0,0,0,0,0,0,0
D,2.1.01.01.01.01,1,10,001,010,70111,285282724,0,0,0,0,0,0,0,285282724,74685076,0
D,2.1.01.01.05,1,10,001,010,70111,7084480,0,0,0,0,0,0,0,7084480,5478051,0
D,2.1.01.01.07,1,10,001,010,70111,1112682,0,0,0,0,0,0,0,1112682,276670,0
D,2.1.01.01.15,1,10,001,010,70111,3011340,0,0,0,0,0,0,0,3011340,950752,0
D,2.1.01.01.17,1,10,001,010,70111,23912834,0,0,0,0,0,0,0,23912834,0,0
D,2.1.01.01.19,1,10,001,010,70111,30084631,0,0,0,0,0,0,0,30084631,0,0
D,2.1.01.01.21,1,10,001,010,70111,18918576,0,0,0,0,0,0,0,18918576,2381294,0
D,2.1.01.01.31,1,10,001,010,70111,1908040,0,0,0,0,0,0,0,1908040,1908040,0
D,2.1.01.01.33,1,10,001,010,70111,13000000,0,0,0,0,0,0,0,13000000,3439440,0
D,2.1.01.01.98,1,10,001,010,70111,1801000,0,0,0,0,0,0,0,1801000,1594200,0
D,2.1.01.02.03,1,10,001,010,70111,219479713,0,0,0,0,0,0,0,219479713,34655000,0
D,2.1.01.02.09,1,10,001,010,70111,72914720,0,0,0,0,0,0,0,72914720,32360300,0
D,2.1.01.02.98,1,10,001,010,70111,1000,0,0,0,0,0,0,0,1000,0,0
D,2.1.01.03.01.01.01,1,10,001,010,70111,27101000,0,0,0,300000,300000,0,0,27101000,22889371,0
D,2.1.01.03.01.01.01.01,1,10,001,010,70111,1000,0,0,0,0,0,0,0,1000,0,0
D,2.1.01.03.01.01.03.01,1,10,001,010,70111,17344364,0,0,0,0,0,0,0,17344364,2768539,0
D,2.1.01.03.01.01.05.01,1,10,001,010,70111,3745352,0,0,0,0,0,0,0,3745352,1960900,0
D,2.1.01.03.01.03.01,1,10,001,010,70111,1039804,0,0,0,0,0,0,0,1039804,230900,0
D,2.1.01.03.01.03.03,1,10,001,010,70111,6238823,0,0,0,0,0,0,0,6238823,1383400,0
D,2.1.01.03.01.03.05,1,10,001,010,70111,1039804,0,0,0,0,0,0,0,1039804,230900,0
D,2.1.01.03.01.03.07,1,10,001,010,70111,2015460,0,0,0,0,0,0,0,2015460,461000,0
D,2.1.01.03.01.03.09,1,10,001,010,70111,1000,0,0,0,0,0,0,0,1000,0,0
D,2.1.01.03.03.01.01,1,10,001,010,70111,26132823,0,0,0,0,0,0,0,26132823,0,0
D,2.1.01.03.03.01.03,1,10,001,010,70111,11539701,0,0,0,0,0,0,0,11539701,2490339,0
D,2.1.01.03.03.01.05,1,10,001,010,70111,18880860,0,0,0,0,0,0,0,18880860,1763900,0
D,2.1.01.03.03.02,1,10,001,010,70111,3500000,0,0,0,0,0,0,0,3500000,440600,0
D,2.1.01.03.03.03,1,10,001,010,70111,8318430,0,0,0,0,0,0,0,8318430,1845200,0
D,2.1.02.01.01,1,10,001,010,70111,20000000,0,0,0,0,0,0,0,20000000,0,0
D,2.1.02.01.03,1,10,001,010,70111,10000000,0,0,0,0,0,0,0,10000000,0,0
D,2.1.02.01.05,1,10,001,010,70111,1000,0,0,0,0,0,0,0,1000,0,0
D,2.1.02.01.07,1,10,001,010,70111,3000000,0,0,0,0,0,0,0,3000000,0,0
D,2.1.02.01.98,1,10,001,010,70111,1000000,0,0,0,0,0,0,0,1000000,0,0
D,2.1.02.02.01,1,10,001,010,70111,2000000,0,0,0,0,0,0,0,2000000,0,0
D,2.1.02.02.03,1,10,001,010,70111,12600000,0,0,0,0,0,0,0,12600000,3768550,36300
D,2.1.02.02.07,1,10,001,010,70111,17500000,0,0,0,0,0,0,0,17500000,2666141,0
D,2.1.02.02.09,1,10,001,010,70111,4000,0,0,0,0,0,0,0,4000,0,0
D,2.1.02.02.13,1,10,001,010,70111,5000000,0,0,0,0,0,0,0,5000000,0,0
D,2.1.02.02.15,1,10,001,010,70111,10578839,0,0,0,0,0,0,0,10578839,0,0
D,2.1.02.02.21,1,10,001,010,70111,75000000,0,0,0,0,0,0,0,75000000,75000000,0
D,2.1.02.02.23,1,10,001,010,70111,1000000,0,0,0,0,0,0,0,1000000,13915,0
D,2.1.02.02.29,1,10,001,010,70111,1000,0,0,0,0,0,0,0,1000,0,0
D,2.1.02.02.98,1,10,001,010,70111,5000000,0,0,0,0,0,0,0,5000000,2069600,0
D,2.1.02.02.98,1,11,001,010,70111,4000,0,0,0,0,0,0,0,4000,0,0
D,2.1.02.03,1,10,001,010,70111,1000,0,0,0,0,0,0,0,1000,0,0
D,2.1.03.02.03.01,1,10,001,010,70111,1000,0,0,0,0,0,0,0,1000,0,0
D,2.3.02.01.01.19,1,10,013,016,70111,268595460,0,0,0,0,0,0,0,268595460,240000000,0
D,2.3.03.02.57,1,10,013,015,70111,22038160761,0,0,0,0,0,0,0,22038160761,6128510956,0
D,2.3.03.02.57,1,10,019,015,70111,31008870423,0,0,0,0,0,0,0,31008870423,8492536303,0
D,2.3.03.02.57,1,11,047,015,70111,2000,0,0,0,0,0,0,0,2000,0,0
D,2.3.03.02.61,1,10,013,010,70111,1000,0,0,0,0,0,0,0,1000,0,0
D,2.3.03.02.61,1,10,013,011,70111,629370672,0,0,0,0,0,0,0,629370672,75500000,0
D,2.3.03.02.61,1,10,019,011,70111,15001000,0,0,0,0,0,0,0,15001000,0,0
D,2.3.03.02.61,1,10,047,011,70111,1000000,0,0,0,0,0,0,0,1000000,0,0
D,2.3.03.02.61,1,10,048,010,70111,48504000,0,0,0,0,0,0,0,48504000,0,0
D,2.3.03.02.61,1,11,047,011,70111,6000000,0,0,0,0,0,0,0,6000000,0,0
D,2.1.01.02.03,3,10,001,001,70111,21167000,0,0,0,0,0,0,0,0,0,0
D,2.1.02.02.21,3,10,001,001,70111,7778400,0,0,0,0,0,0,0,0,0,0
D,2.1.02.02.98,3,10,001,001,70111,22104887,0,0,0,0,0,0,0,0,0,0
D,2.3.02.01.01.19,3,10,001,001,70111,400898808,0,0,0,0,0,0,0,0,0,0
D,2.3.03.02.61,3,10,001,001,70111,55269899,0,0,0,0,0,0,0,0,0,0
D,2.1.01.01.01.01,1,10,001,106,70111,91068480,0,0,0,0,0,0,0,91068480,24518649,0
D,2.1.01.01.17,1,10,001,106,70111,7885040,0,0,0,0,0,0,0,7885040,0,0
D,2.1.01.01.19,1,10,001,106,70111,3794520,0,0,0,0,0,0,0,3794520,0,0
D,2.1.01.01.21,1,10,001,106,70111,3847222,0,0,0,0,0,0,0,3847222,0,0
D,2.1.01.01.23,1,10,001,106,70111,1791612,0,0,0,0,0,0,0,1791612,470928,0
D,2.1.01.01.31,1,10,001,106,70111,2772000,0,0,0,0,0,0,0,2772000,699300,0
D,2.1.01.01.33,1,10,001,106,70111,5863673,0,0,0,0,0,0,0,5863673,0,0
D,2.1.01.01.98,1,10,001,106,70111,3600000,0,0,0,0,0,0,0,3600000,0,0
D,2.1.01.02.01,1,10,001,106,70111,266180077,0,0,0,0,0,0,0,266180077,0,0
D,2.1.01.02.03,1,10,001,106,70111,18000000,0,0,0,0,0,0,0,18000000,18000000,0
D,2.1.01.02.09,1,10,001,106,70111,32400000,0,0,0,0,0,0,0,32400000,19330000,0
D,2.1.01.03.01.03.01,1,10,001,106,70111,1000,0,0,0,0,0,0,0,1000,0,0
D,2.1.01.03.01.03.03,1,10,001,106,70111,1000,0,0,0,0,0,0,0,1000,0,0
D,2.1.01.03.01.03.05,1,10,001,106,70111,455340,0,0,0,0,0,0,0,455340,102200,0
D,2.1.01.03.01.03.07,1,10,001,106,70111,910680,0,0,0,0,0,0,0,910680,90400,0
D,2.1.01.03.03.01.01,1,10,001,106,70111,9862043,0,0,0,0,0,0,0,9862043,0,0
D,2.1.01.03.03.01.03,1,10,001,106,70111,10928220,0,0,0,0,0,0,0,10928220,2054500,0
D,2.1.01.03.03.01.05,1,10,001,106,70111,7740816,0,0,0,0,0,0,0,7740816,513500,0
D,2.1.01.03.03.02,1,10,001,106,70111,475380,0,0,0,0,0,0,0,475380,67100,0
D,2.1.01.03.03.03,1,10,001,106,70111,3642744,0,0,0,0,0,0,0,3642744,513500,0
D,2.1.02.01.01,1,10,001,106,70111,14968864,0,0,0,0,0,0,0,14968864,3000000,0
D,2.1.02.01.03,1,10,001,106,70111,13000000,0,0,0,0,0,0,0,13000000,0,0
D,2.1.02.02.03,1,10,001,106,70111,2000000,0,0,0,0,0,0,0,2000000,0,0
D,2.1.02.02.05,1,10,001,106,70111,1000,0,0,0,0,0,0,0,1000,0,0
D,2.1.02.02.06,1,10,001,106,70111,1000,0,0,0,0,0,0,0,1000,0,0
D,2.1.02.02.07,1,10,001,106,70111,1000000,0,0,0,0,0,0,0,1000000,162260,0
D,2.1.02.02.13,1,10,001,106,70111,7500000,0,0,0,0,0,0,0,7500000,300000,0
D,2.1.02.02.15,1,10,001,106,70111,1500000,0,0,0,0,0,0,0,1500000,0,0
D,2.1.02.02.98,1,10,001,106,70111,18402000,0,0,0,0,0,0,0,18402000,4065950,0
D,2.1.01.01.01.01,1,10,001,106,70111,88499632,0,0,0,0,0,0,0,88499632,0,0
D,2.1.01.01.17,1,10,001,106,70111,6855200.75,0,0,0,0,0,0,0,6855200.75,0,0
D,2.1.01.01.19,1,10,001,106,70111,3158877,0,0,0,0,0,0,0,3158877,0,0
D,2.1.01.01.21,1,10,001,106,70111,3290497,0,0,0,0,0,0,0,3290497,0,0
D,2.1.01.01.33,1,10,001,106,70111,4826062.6,0,0,0,0,0,0,0,4826062.6,0,0
D,2.1.01.01.98,1,10,001,106,70111,2,0,0,0,0,0,0,0,2,0,0
D,2.1.01.02.07,1,10,001,106,70111,7250000,0,0,0,0,0,0,0,7250000,0,0
D,2.1.01.03.01.03.01,1,10,001,106,70111,379065.24,0,0,0,0,0,0,0,379065.24,0,0
D,2.1.01.03.01.03.03,1,10,001,106,70111,2274391.44,0,0,0,0,0,0,0,2274391.44,0,0
D,2.1.01.03.01.03.05,1,10,001,106,70111,379065.24,0,0,0,0,0,0,0,379065.24,0,0
D,2.1.01.03.01.03.07,1,10,001,106,70111,758130.48,0,0,0,0,0,0,0,758130.48,0,0
D,2.1.01.03.03.01.01,1,10,001,106,70111,8317644.083,0,0,0,0,0,0,0,8317644.083,0,0
D,2.1.01.03.03.01.03,1,10,001,106,70111,9097564.76,0,0,0,0,0,0,0,9097564.76,0,0
D,2.1.01.03.03.01.05,1,10,001,106,70111,6444109.08,0,0,0,0,0,0,0,6444109.08,0,0
D,2.1.01.03.03.02,1,10,001,106,70111,395744.1106,0,0,0,0,0,0,0,395744.1106,0,0
D,2.1.01.03.03.03,1,10,001,106,70111,3032522.22,0,0,0,0,0,0,0,3032522.22,0,0
D,2.1.02.01.01,1,10,001,106,70111,5595583,0,0,0,0,0,0,0,5595583,0,0
D,2.1.02.01.03,1,10,001,106,70111,1000000,0,0,0,0,0,0,0,1000000,0,0
D,2.1.02.01.07,1,10,001,106,70111,500001,0,0,0,0,0,0,0,500001,0,0
D,2.1.02.02.03,1,10,001,106,70111,21000000,0,0,0,0,0,0,0,21000000,0,0
D,2.1.02.02.05,1,10,001,106,70111,1600000,0,0,0,0,0,0,0,1600000,0,0
D,2.1.02.02.07,1,10,001,106,70111,1800000,0,0,0,0,0,0,0,1800000,0,0
D,2.1.02.02.13,1,10,001,106,70111,10000000,0,0,0,0,0,0,0,10000000,0,0
D,2.1.02.02.15,1,10,001,106,70111,200000,0,0,0,0,0,0,0,200000,0,0
D,2.1.02.02.21,1,10,001,106,70111,1,0,0,0,0,0,0,0,1,0,0
D,2.1.02.02.98,1,10,001,106,70111,3686897,0,0,0,0,0,0,0,3686897,0,0
