"053819";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"056319";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"063819";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"066319";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"073819";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"076319";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO"
"053820";"CREDITOS";"056320";"CREDITOS";"063820";"CREDITOS";"066320";"CREDITOS";"073820";"CREDITOS";"076320";"CREDITOS"
"053822";"TRANSFERENCIAS";"056322";"TRANSFERENCIAS";"063822";"TRANSFERENCIAS";"066322";"TRANSFERENCIAS";"073822";"TRANSFERENCIAS";"076322";"TRANSFERENCIAS"
"053831";"TRATAMIENTO Y DISPOSICION DE RESIDUOS SOLIDOS";"056331";"TRATAMIENTO Y DISPOSICION DE RESIDUOS SOLIDOS";"063831";"TRATAMIENTO Y DISPOSICION DE RESIDUOS SOLIDOS";"066331";"TRATAMIENTO Y DISPOSICION DE RESIDUOS SOLIDOS";"073831";"TRATAMIENTO Y DISPOSICION DE RESIDUOS SOLIDOS";"076331";"TRATAMIENTO Y DISPOSICION DE RESIDUOS SOLIDOS"
"053832";"CONSERVACION MICROCUENCAS";"056332";"CONSERVACION MICROCUENCAS";"063832";"CONSERVACION MICROCUENCAS";"066332";"CONSERVACION MICROCUENCAS";"073832";"CONSERVACION MICROCUENCAS";"076332";"CONSERVACION MICROCUENCAS"
"053835";"INVERSION EN DESCONTAMINACIONES DEL MEDIO AMBIENTE";"056335";"INVERSION EN DESCONTAMINACIONES DEL MEDIO AMBIENTE";"063835";"INVERSION EN DESCONTAMINACIONES DEL MEDIO AMBIENTE";"066335";"INVERSION EN DESCONTAMINACIONES DEL MEDIO AMBIENTE";"073835";"INVERSION EN DESCONTAMINACIONES DEL MEDIO AMBIENTE";"076335";"INVERSION EN DESCONTAMINACIONES DEL MEDIO AMBIENTE"
"053836";"REFORESTACIONES";"056336";"REFORESTACIONES";"063836";"REFORESTACIONES";"066336";"REFORESTACIONES";"073836";"REFORESTACIONES";"076336";"REFORESTACIONES"
"053837";"ADECUACION DE AREAS URBANAS Y RURALES";"056337";"ADECUACION DE AREAS URBANAS Y RURALES";"063837";"ADECUACION DE AREAS URBANAS Y RURALES";"066337";"ADECUACION DE AREAS URBANAS Y RURALES";"073837";"ADECUACION DE AREAS URBANAS Y RURALES";"076337";"ADECUACION DE AREAS URBANAS Y RURALES"
"053838";"REUBICACION DE ASENTAMIENTOS";"056338";"REUBICACION DE ASENTAMIENTOS";"063838";"REUBICACION DE ASENTAMIENTOS";"066338";"REUBICACION DE ASENTAMIENTOS";"073838";"REUBICACION DE ASENTAMIENTOS";"076338";"REUBICACION DE ASENTAMIENTOS"
"053890";"OTROS PROGRAMAS DE INVERSION";"056390";"OTROS PROGRAMAS DE INVERSION";"063890";"OTROS PROGRAMAS DE INVERSION";"066390";"OTROS PROGRAMAS DE INVERSION";"073890";"OTROS PROGRAMAS DE INVERSION";"076390";"OTROS PROGRAMAS DE INVERSION"
"053891";"RESERVAS PRESUPUESTALES";"056391";"RESERVAS PRESUPUESTALES";"063891";"RESERVAS PRESUPUESTALES";"066391";"RESERVAS PRESUPUESTALES";"073891";"RESERVAS PRESUPUESTALES";"076391";"RESERVAS PRESUPUESTALES"
"053892";"PASIVOS EXIGIBLES";"056392";"PASIVOS EXIGIBLES";"063892";"PASIVOS EXIGIBLES";"066392";"PASIVOS EXIGIBLES";"073892";"PASIVOS EXIGIBLES";"076392";"PASIVOS EXIGIBLES"
"0539";"SECTOR GOBIERNO - APROBADOS (CR)";"0564";"SECTOR GOBIERNO - POR EJECUTAR (DB)";"0639";"SECTOR GOBIERNO - COMPROMISOS (DB)";"0664";"SECTOR GOBIERNO - OBLIGACIONES (DB)";"0739";"SECTOR GOBIERNO - PAGOS EN EFECTIVO (DB)";"0764";"SECTOR GOBIERNO - PAGADOS SIN FLUJO DE EFECTIVO (DB)"
"053901";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"056401";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"063901";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"066401";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"073901";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"076401";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR"
"053902";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"056402";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"063902";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"066402";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"073902";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"076402";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"053903";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"056403";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"063903";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"066403";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"073903";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"076403";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"053904";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"056404";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"063904";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"066404";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"073904";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"076404";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA"
"053905";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"056405";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"063905";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"066405";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"073905";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"076405";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA"
"053906";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"056406";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"063906";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"066406";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"073906";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"076406";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA"
"053907";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"056407";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"063907";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"066407";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"073907";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"076407";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"053908";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"056408";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"063908";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"066408";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"073908";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"076408";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"053909";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"056409";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"063909";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"066409";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"073909";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"076409";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS"
"053910";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"056410";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"063910";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"066410";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"073910";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"076410";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS"
"053911";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"056411";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"063911";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"066411";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"073911";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"076411";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO"
"053912";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"056412";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"063912";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"066412";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"073912";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"076412";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO"
"053913";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"056413";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"063913";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"066413";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"073913";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"076413";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS"
"053914";"ESTUDIOS DE PREINVERSION";"056414";"ESTUDIOS DE PREINVERSION";"063914";"ESTUDIOS DE PREINVERSION";"066414";"ESTUDIOS DE PREINVERSION";"073914";"ESTUDIOS DE PREINVERSION";"076414";"ESTUDIOS DE PREINVERSION"
"053915";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"056415";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"063915";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"066415";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"073915";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"076415";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO"
"053916";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"056416";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"063916";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"066416";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"073916";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO";"076416";"ACTUALIZACION DE INFORMACION PARA PROCESAMIENTO"
"053917";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"056417";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"063917";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"066417";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"073917";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO";"076417";"ASISTENCIA TECNICA, DIVULGACION Y CAPACITACION A FUNCIONARIOS DEL ESTADO PARA APOYO A LA ADMINISTRACION DEL ESTADO"
"053918";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"056418";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"063918";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"066418";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"073918";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO";"076418";"ADMINISTRACION, ATENCION, CONTROL Y ORGANIZACION INSTITUCIONAL PARA LA GESTION DEL ESTADO"
"053919";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"056419";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"063919";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"066419";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"073919";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO";"076419";"COORDINACION, ADMINISTRACION, PROMOCION Y/O SEGUIMIENTO DE COOPERACION TECNICA Y/O FINANCIERA PARA APOYO A LA ADMINISTRACION DEL ESTADO"
"053920";"CREDITOS";"056420";"CREDITOS";"063920";"CREDITOS";"066420";"CREDITOS";"073920";"CREDITOS";"076420";"CREDITOS"
"053921";"SUBSIDIOS DIRECTOS";"056421";"SUBSIDIOS DIRECTOS";"063921";"SUBSIDIOS DIRECTOS";"066421";"SUBSIDIOS DIRECTOS";"073921";"SUBSIDIOS DIRECTOS";"076421";"SUBSIDIOS DIRECTOS"
"053922";"TRANSFERENCIAS";"056422";"TRANSFERENCIAS";"063922";"TRANSFERENCIAS";"066422";"TRANSFERENCIAS";"073922";"TRANSFERENCIAS";"076422";"TRANSFERENCIAS"
"053923";"INVERSIONES Y APORTES FINANCIEROS";"056423";"INVERSIONES Y APORTES FINANCIEROS";"063923";"INVERSIONES Y APORTES FINANCIEROS";"066423";"INVERSIONES Y APORTES FINANCIEROS";"073923";"INVERSIONES Y APORTES FINANCIEROS";"076423";"INVERSIONES Y APORTES FINANCIEROS"
"053924";"CAPITALIZACION";"056424";"CAPITALIZACION";"063924";"CAPITALIZACION";"066424";"CAPITALIZACION";"073924";"CAPITALIZACION";"076424";"CAPITALIZACION"
"053990";"OTROS PROGRAMAS DE INVERSION";"056490";"OTROS PROGRAMAS DE INVERSION";"063990";"OTROS PROGRAMAS DE INVERSION";"066490";"OTROS PROGRAMAS DE INVERSION";"073990";"OTROS PROGRAMAS DE INVERSION";"076490";"OTROS PROGRAMAS DE INVERSION"
"053991";"RESERVAS PRESUPUESTALES";"056491";"RESERVAS PRESUPUESTALES";"063991";"RESERVAS PRESUPUESTALES";"066491";"RESERVAS PRESUPUESTALES";"073991";"RESERVAS PRESUPUESTALES";"076491";"RESERVAS PRESUPUESTALES"
"053992";"PASIVOS EXIGIBLES";"056492";"PASIVOS EXIGIBLES";"063992";"PASIVOS EXIGIBLES";"066492";"PASIVOS EXIGIBLES";"073992";"PASIVOS EXIGIBLES";"076492";"PASIVOS EXIGIBLES"
"0540";"SECTOR AGROPECUARIO - APROBADOS (CR)";"0565";"SECTOR AGROPECUARIO - POR EJECUTAR (DB)";"0640";"SECTOR AGROPECUARIO - COMPROMISOS (DB)";"0665";"SECTOR AGROPECUARIO - OBLIGACIONES (DB)";"0740";"SECTOR AGROPECUARIO - PAGOS EN EFECTIVO (DB)";"0765";"SECTOR AGROPECUARIO - PAGADOS SIN FLUJO DE EFECTIVO (DB)"
"054001";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"056501";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"064001";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"066501";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"074001";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR";"076501";"CONSTRUCCION INFRAESTRUCTURA PROPIA DEL SECTOR"
"054002";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"056502";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"064002";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"066502";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"074002";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR";"076502";"ADQUISICION DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"054003";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"056503";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"064003";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"066503";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"074003";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR";"076503";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA PROPIA DEL SECTOR"
"054004";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"056504";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"064004";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"066504";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"074004";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA";"076504";"CONSTRUCCION DE INFRAESTRUCTURA ADMINISTRATIVA"
"054005";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"056505";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"064005";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"066505";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"074005";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA";"076505";"ADQUISICION DE INFRAESTRUCTURA ADMINISTRATIVA"
"054006";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"056506";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"064006";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"066506";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"074006";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA";"076506";"MEJORAMIENTO Y MANTENIMIENTO DE INFRAESTRUCTURA ADMINISTRATIVA"
"054007";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"056507";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"064007";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"066507";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"074007";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"076507";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES,  SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"054008";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"056508";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"064008";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"066508";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"074008";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR";"076508";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS PROPIOS DEL SECTOR"
"054009";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"056509";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"064009";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"066509";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"074009";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"076509";"ADQUISICION Y/O PRODUCCION DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS"
"054010";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"056510";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"064010";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"066510";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"074010";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS";"076510";"MANTENIMIENTO DE EQUIPOS, MATERIALES, SUMINISTROS Y SERVICIOS ADMINISTRATIVOS"
"054011";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"056511";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"064011";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"066511";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"074011";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO";"076511";"DIVULGACION, ASISTENCIA TECNICA Y CAPACITACION DEL RECURSO HUMANO"
"054012";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"056512";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"064012";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"066512";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"074012";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO";"076512";"PROTECCION Y BIENESTAR SOCIAL DEL RECURSO HUMANO"
"054013";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"056513";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"064013";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"066513";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"074013";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS";"076513";"INVESTIGACION BASICA, APLICADA Y ESTUDIOS"
"054014";"ESTUDIOS DE PREINVERSION";"056514";"ESTUDIOS DE PREINVERSION";"064014";"ESTUDIOS DE PREINVERSION";"066514";"ESTUDIOS DE PREINVERSION";"074014";"ESTUDIOS DE PREINVERSION";"076514";"ESTUDIOS DE PREINVERSION"
"054015";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"056515";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"064015";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"066515";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"074015";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO";"076515";"LEVANTAMIENTO DE INFORMACION PARA PROCESAMIENTO"
