022291;Otros fondos especiales territoriales;D;NC;C
0223;RECAUDOS EN EFECTIVO POR INGRESOS TRIBUTARIOS (CR);M;NC;C
022301;Impuesto sobre la renta y complementarios;D;NC;C
022302;Impuesto al patrimonio;D;NC;C
022303;Impuesto sobre aduanas y recargos;D;NC;C
022304;Impuesto al valor agregado - IVA;D;NC;C
022305;Impuesto a la gasolina y al ACPM;D;NC;C
022306;Impuesto de timbre nacional;D;NC;C
022307;Impuesto de timbre nacional sobre salidas al exter;D;NC;C
022308;Impuesto a la explotacion de Oro Plata y al Plati;D;NC;C
022309;Impuesto a las transacciones financieras;D;NC;C
022310;Impuesto al encaje;D;NC;C
022311;Impuesto sobre armas y municiones;D;NC;C
022312;Retencion en la fuente impuestos nacionales;D;NC;C
022313;Sobretasa impuesto sobre la renta y complementario;D;NC;C
022314;Sobretasa a la gasolina;D;NC;C
022315;Sobretasa al ACPM;D;NC;C
022325;Impuesto de registro;D;NC;C
022326;Impuesto a ganadores sorteos ordinarios;D;NC;C
022327;Impuesto a ganadores sorteos extraordinarios;D;NC;C
022328;Impuestos a loterias foraneas;D;NC;C
022329;Impuesto sobre juego de apuestas permanente - chan;D;NC;C
022330;Impuesto sobre vehiculos automotores;D;NC;C
022331;Impuesto al consumo de licores vinos aperitivos y;D;NC;C
022332;Impuesto al consumo de licores vinos aperitivos;D;NC;C
022333;Impuesto al consumo de licores vinos aperitivos;D;NC;C
