110301029001,otros eps regimen subsidiado,D,,,,,0,0,,,1.1.02.04.03.05.04.03,20,024,014,200000000000000,1701,11100507,,
11030109,contrato interadministrativo zoe,D,,,,,0,0,,,1.1.02.04.03.05.16,20,024,014,110000005256000,1701,,,
11030110,adres - polación migrante,D,,,,,0,0,,,1.1.02.04.03.05.14.01,20,024,014,013601070000000,1701,,,
