508132,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508132,RECAUDO CUENTAS VIGENCIA ACTUAL,26250
508135,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508135,RECAUDO CUENTAS VIGENCIA ACTUAL,17675
508151,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508151,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508200,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508200,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508229,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508229,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508284,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508284,RECAUDO CUENTAS VIGENCIA ACTUAL,22589
508350,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508350,RECAUDO CUENTAS VIGENCIA ACTUAL,36596
508606,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508606,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508607,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508607,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508614,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508614,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508619,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508619,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
508639,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508639,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508675,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508675,RECAUDO CUENTAS VIGENCIA ACTUAL,21099
508683,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508683,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508699,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508699,RECAUDO CUENTAS VIGENCIA ACTUAL,16753
509084,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509084,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
509086,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509086,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
509628,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509628,RECAUDO CUENTAS VIGENCIA ACTUAL,17500
509728,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509728,RECAUDO CUENTAS VIGENCIA ACTUAL,14500
509937,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509937,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
509939,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509939,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
509940,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509940,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
509948,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509948,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
509958,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509958,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
509966,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509966,RECAUDO CUENTAS VIGENCIA ACTUAL,18218
509976,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509976,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
509978,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509978,RECAUDO CUENTAS VIGENCIA ACTUAL,11450
510432,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510432,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
510441,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510441,RECAUDO CUENTAS VIGENCIA ACTUAL,26250
510450,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510450,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
510458,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510458,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
510864,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510864,RECAUDO CUENTAS VIGENCIA ACTUAL,17675
510895,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510895,RECAUDO CUENTAS VIGENCIA ACTUAL,17500
510911,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510911,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
510969,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510969,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
511225,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,511225,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
511231,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,511231,RECAUDO CUENTAS VIGENCIA ACTUAL,17500
511242,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,511242,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
511243,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,511243,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
511344,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,511344,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
511345,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,511345,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
511494,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,511494,RECAUDO CUENTAS VIGENCIA ACTUAL,17414
511911,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,511911,RECAUDO CUENTAS VIGENCIA ACTUAL,17675
512256,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,512256,RECAUDO CUENTAS VIGENCIA ACTUAL,17293
505082,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505082,RECAUDO CUENTAS VIGENCIA ACTUAL,5715
505088,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505088,RECAUDO CUENTAS VIGENCIA ACTUAL,8190
505092,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505092,RECAUDO CUENTAS VIGENCIA ACTUAL,8190
505181,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505181,RECAUDO CUENTAS VIGENCIA ACTUAL,19710
505200,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505200,RECAUDO CUENTAS VIGENCIA ACTUAL,19710
505660,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505660,RECAUDO CUENTAS VIGENCIA ACTUAL,46620
505662,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505662,RECAUDO CUENTAS VIGENCIA ACTUAL,48825
505666,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505666,RECAUDO CUENTAS VIGENCIA ACTUAL,8190
506211,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506211,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
506213,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506213,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
506214,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506214,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
506300,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506300,RECAUDO CUENTAS VIGENCIA ACTUAL,5715
506785,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506785,RECAUDO CUENTAS VIGENCIA ACTUAL,48825
506788,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506788,RECAUDO CUENTAS VIGENCIA ACTUAL,8190
506790,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506790,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
506792,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506792,RECAUDO CUENTAS VIGENCIA ACTUAL,10305
507744,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,507744,RECAUDO CUENTAS VIGENCIA ACTUAL,19710
507747,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,507747,RECAUDO CUENTAS VIGENCIA ACTUAL,19710
507750,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,507750,RECAUDO CUENTAS VIGENCIA ACTUAL,48825
507755,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,507755,RECAUDO CUENTAS VIGENCIA ACTUAL,5715
507756,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,507756,RECAUDO CUENTAS VIGENCIA ACTUAL,11295
508331,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508331,RECAUDO CUENTAS VIGENCIA ACTUAL,42615
508343,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508343,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508346,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508346,RECAUDO CUENTAS VIGENCIA ACTUAL,73815
509379,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509379,RECAUDO CUENTAS VIGENCIA ACTUAL,43370
510597,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510597,RECAUDO CUENTAS VIGENCIA ACTUAL,62520
510626,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510626,RECAUDO CUENTAS VIGENCIA ACTUAL,54810
510628,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510628,RECAUDO CUENTAS VIGENCIA ACTUAL,48825
510629,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510629,RECAUDO CUENTAS VIGENCIA ACTUAL,8190
510677,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510677,RECAUDO CUENTAS VIGENCIA ACTUAL,19710
510683,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510683,RECAUDO CUENTAS VIGENCIA ACTUAL,19710
510697,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510697,RECAUDO CUENTAS VIGENCIA ACTUAL,48825
511011,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,511011,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
512859,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,512859,RECAUDO CUENTAS VIGENCIA ACTUAL,10305
504793,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,504793,RECAUDO CUENTAS VIGENCIA ACTUAL,8750
504883,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,504883,RECAUDO CUENTAS VIGENCIA ACTUAL,8750
504935,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,504935,RECAUDO CUENTAS VIGENCIA ACTUAL,17500
506209,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506209,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
506351,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506351,RECAUDO CUENTAS VIGENCIA ACTUAL,26250
506354,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506354,RECAUDO CUENTAS VIGENCIA ACTUAL,26250
506356,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506356,RECAUDO CUENTAS VIGENCIA ACTUAL,26250
508136,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508136,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508137,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508137,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
509082,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509082,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
510351,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510351,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
504825,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,504825,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
504856,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,504856,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
504858,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,504858,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
505233,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505233,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
505239,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505239,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
505244,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505244,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
505249,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505249,RECAUDO CUENTAS VIGENCIA ACTUAL,18023
505449,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505449,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
505584,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505584,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
505589,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505589,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
505592,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505592,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
505612,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505612,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
505621,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505621,RECAUDO CUENTAS VIGENCIA ACTUAL,17330
505708,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505708,RECAUDO CUENTAS VIGENCIA ACTUAL,17674
505767,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505767,RECAUDO CUENTAS VIGENCIA ACTUAL,17604
505778,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,505778,RECAUDO CUENTAS VIGENCIA ACTUAL,35972
506064,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506064,RECAUDO CUENTAS VIGENCIA ACTUAL,14500
506075,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506075,RECAUDO CUENTAS VIGENCIA ACTUAL,14500
506079,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506079,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
506080,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506080,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
506123,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506123,RECAUDO CUENTAS VIGENCIA ACTUAL,42325
506153,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506153,RECAUDO CUENTAS VIGENCIA ACTUAL,26250
506217,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506217,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
506307,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506307,RECAUDO CUENTAS VIGENCIA ACTUAL,18970
506399,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506399,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
506400,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506400,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
506401,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506401,RECAUDO CUENTAS VIGENCIA ACTUAL,17500
506404,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506404,RECAUDO CUENTAS VIGENCIA ACTUAL,42325
506409,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506409,RECAUDO CUENTAS VIGENCIA ACTUAL,17500
506604,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506604,RECAUDO CUENTAS VIGENCIA ACTUAL,21431
506634,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506634,RECAUDO CUENTAS VIGENCIA ACTUAL,42325
506651,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506651,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
506681,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,506681,RECAUDO CUENTAS VIGENCIA ACTUAL,26250
507025,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,507025,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
507026,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,507026,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
507028,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,507028,RECAUDO CUENTAS VIGENCIA ACTUAL,10700
507432,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,507432,RECAUDO CUENTAS VIGENCIA ACTUAL,14500
507493,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,507493,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
507564,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,507564,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
507776,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,507776,RECAUDO CUENTAS VIGENCIA ACTUAL,21337
507831,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,507831,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
508117,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508117,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
508120,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508120,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508121,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508121,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508123,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508123,RECAUDO CUENTAS VIGENCIA ACTUAL,26250
508138,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508138,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
508143,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508143,RECAUDO CUENTAS VIGENCIA ACTUAL,17500
508146,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508146,RECAUDO CUENTAS VIGENCIA ACTUAL,17675
508150,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508150,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508509,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508509,RECAUDO CUENTAS VIGENCIA ACTUAL,18724
508601,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508601,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508604,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508604,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
508605,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508605,RECAUDO CUENTAS VIGENCIA ACTUAL,26250
508620,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508620,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508625,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508625,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508627,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508627,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
508628,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508628,RECAUDO CUENTAS VIGENCIA ACTUAL,17500
508733,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508733,RECAUDO CUENTAS VIGENCIA ACTUAL,22502
508829,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508829,RECAUDO CUENTAS VIGENCIA ACTUAL,19687
508848,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,508848,RECAUDO CUENTAS VIGENCIA ACTUAL,30508
509052,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509052,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
509080,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509080,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
509782,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509782,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
509857,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509857,RECAUDO CUENTAS VIGENCIA ACTUAL,16984
509897,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509897,RECAUDO CUENTAS VIGENCIA ACTUAL,26013
509936,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509936,RECAUDO CUENTAS VIGENCIA ACTUAL,26250
509953,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509953,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
509954,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509954,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
509955,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509955,RECAUDO CUENTAS VIGENCIA ACTUAL,26250
509957,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,509957,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
510216,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510216,RECAUDO CUENTAS VIGENCIA ACTUAL,17500
510311,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510311,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
510316,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510316,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
510320,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510320,RECAUDO CUENTAS VIGENCIA ACTUAL,42325
510325,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510325,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
510459,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510459,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
510716,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510716,RECAUDO CUENTAS VIGENCIA ACTUAL,16383
510807,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510807,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
510812,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,510812,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
511037,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,511037,RECAUDO CUENTAS VIGENCIA ACTUAL,14500
511111,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,511111,RECAUDO CUENTAS VIGENCIA ACTUAL,5500
511222,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,511222,RECAUDO CUENTAS VIGENCIA ACTUAL,19480
511224,837000084,MALLAMAS,RECUPERACION 2019,2019/10/10,511224,RECAUDO CUENTAS VIGENCIA ACTUAL,24650
